"county","year","month","death"
"Stanislaus",2015,9,262
"Sutter",2015,9,11
"Tehama",2015,9,35
"Trinity",2015,9,0
"Tulare",2015,9,153
"Tuolumne",2015,9,43
"Ventura",2015,9,353
"Yolo",2015,9,67
"Yuba",2015,9,0
"Alameda",2015,10,522
"Alpine",2015,10,0
"Amador",2015,10,0
"Butte",2015,10,142
"Calaveras",2015,10,0
"Colusa",2015,10,0
"Contra Costa",2015,10,465
"Del Norte",2015,10,0
"El Dorado",2015,10,74
"Fresno",2015,10,380
"Glenn",2015,10,0
"Humboldt",2015,10,70
"Imperial",2015,10,47
"Inyo",2015,10,0
"Kern",2015,10,264
"Kings",2015,10,33
"Lake",2015,10,28
"Lassen",2015,10,0
"Los Angeles",2015,10,3644
"Madera",2015,10,47
"Marin",2015,10,129
"Mariposa",2015,10,0
"Mendocino",2015,10,38
"Merced",2015,10,78
"Modoc",2015,10,0
"Mono",2015,10,0
"Monterey",2015,10,162
"Napa",2015,10,76
"Nevada",2015,10,64
"Orange",2015,10,1262
"Placer",2015,10,219
"Plumas",2015,10,0
"Riverside",2015,10,904
"Sacramento",2015,10,643
"San Benito",2015,10,0
"San Bernardino",2015,10,729
"San Diego",2015,10,1304
"San Francisco",2015,10,317
"San Joaquin",2015,10,271
"San Luis Obispo",2015,10,155
"San Mateo",2015,10,303
"Santa Barbara",2015,10,203
"Santa Clara",2015,10,628
"Santa Cruz",2015,10,93
"Shasta",2015,10,126
"Sierra",2015,10,0
"Siskiyou",2015,10,12
"Solano",2015,10,190
"Sonoma",2015,10,245
"Stanislaus",2015,10,278
"Sutter",2015,10,25
"Tehama",2015,10,23
"Trinity",2015,10,0
"Tulare",2015,10,169
"Tuolumne",2015,10,39
"Ventura",2015,10,367
"Yolo",2015,10,76
"Yuba",2015,10,30
"Alameda",2015,11,588
"Alpine",2015,11,0
"Amador",2015,11,16
"Butte",2015,11,157
"Calaveras",2015,11,0
"Colusa",2015,11,0
"Contra Costa",2015,11,525
"Del Norte",2015,11,0
"El Dorado",2015,11,93
"Fresno",2015,11,399
"Glenn",2015,11,0
"Humboldt",2015,11,61
"Imperial",2015,11,30
"Inyo",2015,11,0
"Kern",2015,11,286
"Kings",2015,11,27
"Lake",2015,11,28
"Lassen",2015,11,0
"Los Angeles",2015,11,3925
"Madera",2015,11,53
"Marin",2015,11,137
"Mariposa",2015,11,0
"Mendocino",2015,11,37
"Merced",2015,11,56
"Modoc",2015,11,0
"Mono",2015,11,0
"Monterey",2015,11,145
"Napa",2015,11,86
"Nevada",2015,11,61
"Orange",2015,11,1313
"Placer",2015,11,261
"Plumas",2015,11,0
"Riverside",2015,11,937
"Sacramento",2015,11,756
"San Benito",2015,11,0
"San Bernardino",2015,11,788
"San Diego",2015,11,1362
"San Francisco",2015,11,351
"San Joaquin",2015,11,301
"San Luis Obispo",2015,11,145
"San Mateo",2015,11,319
"Santa Barbara",2015,11,206
"Santa Clara",2015,11,678
"Santa Cruz",2015,11,122
"Shasta",2015,11,140
"Sierra",2015,11,0
"Siskiyou",2015,11,25
"Solano",2015,11,189
"Sonoma",2015,11,279
"Stanislaus",2015,11,269
"Sutter",2015,11,14
"Tehama",2015,11,17
"Trinity",2015,11,0
"Tulare",2015,11,138
"Tuolumne",2015,11,31
"Ventura",2015,11,347
"Yolo",2015,11,60
"Yuba",2015,11,54
"Alameda",2015,12,669
"Alpine",2015,12,0
"Amador",2015,12,25
"Butte",2015,12,179
"Calaveras",2015,12,23
"Colusa",2015,12,0
"Contra Costa",2015,12,521
"Del Norte",2015,12,0
"El Dorado",2015,12,77
"Fresno",2015,12,445
"Glenn",2015,12,0
"Humboldt",2015,12,72
"Imperial",2015,12,44
"Inyo",2015,12,0
"Kern",2015,12,328
"Kings",2015,12,27
"Lake",2015,12,23
"Lassen",2015,12,0
"Los Angeles",2015,12,4255
"Madera",2015,12,52
"Marin",2015,12,157
"Mariposa",2015,12,0
"Mendocino",2015,12,55
"Merced",2015,12,78
"Modoc",2015,12,0
"Mono",2015,12,0
"Monterey",2015,12,171
"Napa",2015,12,93
"Nevada",2015,12,59
"Orange",2015,12,1426
"Placer",2015,12,303
"Plumas",2015,12,0
"Riverside",2015,12,1031
"Sacramento",2015,12,770
"San Benito",2015,12,0
"San Bernardino",2015,12,837
"San Diego",2015,12,1490
"San Francisco",2015,12,369
"San Joaquin",2015,12,342
"San Luis Obispo",2015,12,165
"San Mateo",2015,12,354
"Santa Barbara",2015,12,215
"Santa Clara",2015,12,748
"Santa Cruz",2015,12,108
"Shasta",2015,12,172
"Sierra",2015,12,0
"Siskiyou",2015,12,14
"Solano",2015,12,209
"Sonoma",2015,12,317
"Stanislaus",2015,12,304
"Sutter",2015,12,24
"Tehama",2015,12,24
"Trinity",2015,12,0
"Tulare",2015,12,184
"Tuolumne",2015,12,48
"Ventura",2015,12,381
"Yolo",2015,12,70
"Yuba",2015,12,50
